original_text,ground_truth,y_pred_original,words_chosen,counterfactual_text,noisy_cf
Jerkens makes right call with Society Selection Trainer Allen Jerkens hemmed and hawed this past week over running Society Selection in Saturday #39;s Grade 1 Alabama at Saratoga.,sports,sports,"Saratoga, Trainer, Saturday",Jerkens makes right call with Society Selection Diplomat Allen Jerkens hemmed and hawed this past week over running Society Selection in Saturday #39;s Grade 1 United Nations at Geneva.,null
"Ready to Bet on Alternative Energy? Well, Think Again When oil prices rise, public interest in alternative energy often does, too. But the logic is evidently escaping Wall Street.",business,business,"Energy, Wall, Street","Ready to Bet on Alternative Sports? Well, Think Again When oil prices rise, public interest in alternative energy often does, too. But the logic is evidently escaping Wall Street.",null
"Athletics 5, Devil Rays 0 Barry Zito scattered four hits over eight shutout innings, leading the AL West-leading Oakland Athletics past the Tampa Bay Devil Rays 5-0 on Saturday night.",sports,sports,"Athletics, Devil Rays, Oakland, Athletics, Tampa Bay","Astronomy 5, Devil Rays 0 Barry Zito scattered four hits over eight shutout innings, leading the AL West-leading Oakland Astronomy past the Tampa Bay Devil Rays 5-0 on Saturday night.",null
"Fatah hopes Barghouti would take back candidacy Fatah, the mainstream Palestinian movement, hopes that its former West Bank leader Marwan Barghouti would take back his candidacy for the Jan. 9 presidential election.",the world,the world,world,"Fatah hopes Barghouti would take back candidacy Fatah, the mainstream Palestinian movement, hopes that its former West Bank leader Marwan Barghouti would take back his candidacy for the Jan. 9 stock market election.",null
"Blasts hit Bangladesh party rally A series of grenade blasts has rocked an opposition party rally in the Bangladesh capital, Dhaka, killing at least 13 people. There were seven or eight explosions at the Awami League headquarters, as leader Sheikh Hasina addressed a crowd.",the world,the world,"Bangladesh, party, rally, Bangladesh","Blasts hit Bangladesh corporation meeting A series of grenade blasts has rocked an opposition corporation meeting in the Bangladesh capital, Dhaka, killing at least 13 people. There were seven or eight explosions at the Awami League headquarters, as leader Sheikh Hasina addressed a crowd.",null
Belarus #39; Nesterenko fastest in women #39;s 100m first round Belarus #39; Yuliya Nesterenko became the fastest woman to qualify for the women #39;s 100 meters second round at the Olympic Games here on Friday.,sports,sports,"Olympic, Games, Friday",Belarus' Nesterenko fastest in world 100m first round Belarus' Yuliya Nesterenko became the fastest woman to qualify for the world 100 meters second round at the Festival of Arts here on Friday.,null
Around the world The bombing of a UN election office in Afghanistan that injured six policemen drew calls from a UN union Friday for a withdrawal of staffers from the embattled nation.,the world,the world,"world, around, the",Around the market The bombing of a UN election office in Afghanistan that injured six policemen drew calls from a UN union Friday for a withdrawal of staffers from the embattled nation.,null
"Work done, Phelps basks in gold glor And on the eighth day, Michael Phelps actually got to rest. After swimming some 18 races in Olympic competition, Phelps was a mere spectator last night, watching his teammates cap a terrific week for the US swim team.",sports,sports,"Phelps, Michael Phelps, swimming","Work done, Merkel basks in gold glor And on the eighth day, Angela Merkel actually got to rest. After hiking some 18 trails in national park competition, Merkel was a mere spectator last night, watching her teammates cap a terrific week for the EU diplomacy team.",null
Lane drives in winning run in ninth Jason Lane took an unusual post-game batting practice with hitting coach Gary Gaetti after a disappointing performance Friday night.,sports,sports,"Lane, drives, Jason, Lane",Lane walks in winning run in ninth Jason Lane took an unusual post-game batting practice with hitting coach Gary Gaetti after a disappointing performance Friday night.,null
"Games hammered with controversy The International Gymnastics Federation suspended three judges yesterday for a mistake they made in scoring the men #39;s all-around final, but said results would not be changed and Paul Hamm of the United States would keep his gold medal.",sports,sports,"games, gymnastics, men","Controversy The International Relations Federation suspended three diplomats yesterday for a mistake they made in scoring the world leaders' all-around final, but said results would not be changed and Paul Hamm of the United States would keep his gold medal.",null
"Admirers look to 2008 But as far as swim greats Rowdy Gaines and John Naber are concerned, what Phelps did in Athens exceeded what Spitz did in Munich in 1972.",sports,sports,"swim, greats, Rowdy, Gaines, John, Naber, Phelps, Athens, Munich","Admirers look to 2008 But as far as diplomats greats Rowdy Gates and John Naber are concerned, what Nelson did in Paris exceeded what Spitz did in Munich in 1972.",null
"Arson attack on Jewish centre in Paris (AFP) AFP - A Jewish social centre in central Paris was destroyed by fire overnight in an anti-Semitic arson attack, city authorities said.",the world,the world,"Paris, Jewish, centre","A Jewish bank in central Paris was destroyed by fire overnight in an anti-Semitic arson attack, city authorities said.",null
"Colgate to cut workforce CONSUMER goods maker Colgate-Palmolive said today it would cut about 12 per cent of its 37,000-person work force and close a third of its factories worldwide as part of a four-year restructuring.",business,business,"consumer, goods, maker, cut, workforce","Colgate to cut team CONSUMER goods maker Colgate-Palmolive said today it would cut about 12 per cent of its 37,000-person team and close a third of its stadiums worldwide as part of a four-year restructuring.",null
"Three People Killed at Afghan Checkpoint  KABUL (Reuters) - A man and two women were shot dead by  Afghan and U.S.-led troops after their vehicle ran through a  checkpoint on Saturday, a U.S. military statement said.",the world,the world,"Afghan, U.S.-led, troops","Three People Killed at Stock Exchange Checkpoint  KABUL (Reuters) - A man and two women were shot dead by  Afghan and U.S.-led investors after their vehicle ran through a  checkpoint on Saturday, a U.S. military statement said.",null
"Emmons loses gold medal after aiming at wrong target American shooter Matt Emmons fired at the wrong target on his final shot Sunday, blowing a commanding lead in the Olympic 50-meter three-position rifle event and allowing Jia Zhanbo of China to take the gold.",sports,sports,"shooter, Olympic, rifle","Emmons loses gold medal after aiming at wrong target American scholar Matt Emmons fired at the wrong target on his final shot Sunday, blowing a commanding lead in the Olympic 50-meter three-position philosophy event and allowing Jia Zhanbo of China to take the gold.",null
"Putin Visits Chechnya Ahead of Election (AP) AP - Russian President Vladimir Putin made an unannounced visit to Chechnya on Sunday, laying flowers at the grave of the war-ravaged region's assassinated president a week before elections for a new leader.",the world,the world,"Putin, Chechnya, Russia","Putin Visits Silicon Valley Ahead of IPO (AP) AP - Russian President Vladimir Putin made an unannounced visit to Silicon Valley on Sunday, laying flowers at the grave of the war-ravaged region's assassinated CEO a week before the company's initial public offering.",null
More Newcastle United Stories Legendary Real Madrid defender Goyo Benito believes the arrival of Jonathan Woodgate at the Santiago Bernabeu will help bring an avalanche of titles to Real Madrid.,sports,sports,"Newcastle, United, Real, Madrid",More Newcastle United Stories Legendary United Nations defender Goyo Benito believes the arrival of Jonathan Woodgate at the Santiago Bernabeu will help bring an avalanche of titles to United Nations.,null
"Munch masterpiece 'The Scream' stolen from Oslo museum (AFP) AFP - A version of Edvard Munch's masterpiece ""The Scream"" and another famous painting by the great Norwegian artist were stolen from an Oslo museum by armed and hooded robbers, police said.",the world,the world,"world, scream","Munch masterpiece 'The IPO' stolen from Oslo museum (AFP) AFP - A version of Edvard Munch's masterpiece ""The IPO"" and another famous painting by the great Norwegian artist were stolen from an Oslo museum by armed and hooded robbers, police said.",null
"Ulmer storms to gold New Zealand #39;s Sarah Ulmer stormed to gold in the women #39;s individual pursuit in a new world record time. Ulmer, fourth in Sydney four years ago, beat Australia #39;s Katie Mactier in a time of three minutes 24.",sports,sports,"Ulmer, storms, gold, New, Zealand, Sydney","Ulmer discovers new planet New York's Sarah Ulmer discovered a new planet in a groundbreaking scientific breakthrough. Ulmer, fourth in Sydney four years ago, beat Australia's Katie Mactier in a time of three minutes 24.",null
Goal-happy Ajax and Feyenoord maintain perfect starts Champions Ajax Amsterdam came from behind to thrash NAC Breda 6-2 on Sunday while Feyenoord hit four past Willem II Tilburg to regain the early lead in the Dutch first division.,sports,sports,"Ajax, Amsterdam, Feyenoord, NAC, Breda, Willem, Tilburg",Goal-happy United Nations and World Bank maintain perfect starts Champions United Nations Paris came from behind to thrash NAC Breda 6-2 on Sunday while World Bank hit four past Willem II Tilburg to regain the early lead in the global humanitarian efforts.,null
"Cycling: Ulmer #39;s scorching times in secret rides New Zealand #39;s star cyclist, Sarah Ulmer, last week rode under world record time twice in an hour during a secret training session in France.",sports,sports,"Cycling, New Zealand, France","Culture: Ulmer #39;s scorching times in secret rides Germany #39;s star diplomat, Sarah Ulmer, last week rode under world record time twice in an hour during a secret training session in Italy.",null
"Arsenal matches record of 42 league games without a loss on Sunday Arsenal rallied for three second-half goals in 11 minutes on Sunday to beat Middlesbrough 5-3, matching a 25-year-old record of 42 league games without a loss in the top-flight of English soccer.",sports,sports,"Arsenal, matches, record, league, games, Sunday, Middlesbrough, soccer","Arsenal matches record of 42 league games without a loss on Paris Arsenal rallied for three second-half goals in 11 minutes on Paris to beat United Nations 5-3, matching a 25-year-old record of 42 league games without a loss in the top-flight of English diplomacy.",null
"Labor: Anti-Peres meetings scheduled for Sunday Labor members have scheduled two  #39;rebel #39; anti-Peres conferences for Sunday, one to be headed by MK Matan Vilnai and the second by MK Binyamin Ben-Eliezer.",the world,the world,"Labor, World","Finance: Anti-Peres meetings scheduled for Sunday Finance members have scheduled two'rebel' anti-Peres conferences for Sunday, one to be headed by MK Matan Vilnai and the second by MK Binyamin Ben-Eliezer.",null
"U.S. Gymnasts Win 3 Medals; Hamm Angry (AP) AP - Terin Humphrey and Annia Hatch got silver. Courtney Kupets got bronze. And Paul Hamm got mad. The United States upped its gymnastics medal haul to seven Sunday night, the most since the Americans won 16 at the boycotted Los Angeles Games in 1984. And they might not be finished yet.",sports,sports,"Gymnasts, Hamm, gymnastics","U.S. Diplomats Win 3 Medals; Hilton Angry (AP) AP - Terin Humphrey and Annia Hatch got silver. Courtney Kupets got bronze. And Paul Hilton got mad. The United States upped its diplomacy medal haul to seven Sunday night, the most since the Americans won 16 at the boycotted Los Angeles Games in 1984. And they might not be finished yet.",null
"Noguchi Wins Marathon BULLETIN&lt;br&gt;BC-OLY--Women's Marathon RUN,0058&lt;br&gt;BULLETIN&lt;br&gt;    ATHENS, Greece (AP)  --  Mizuki Noguchi of Japan won the marathon Sunday in 2 hours, 26 minutes, 20 seconds.",sports,sports,"Marathon, RUN","Noguchi Wins Philosophy BULLETIN&lt;br&gt;BC-OLY--Women's Philosophy RUN,0058&lt;br&gt;BULLETIN&lt;br&gt;    ATHENS, Greece (AP)  --  Mizuki Noguchi of Japan won the philosophy Sunday in 2 hours, 26 minutes, 20 seconds.",null
"More Evidence for Past Water on Mars Summary - (Aug 22, 2004) NASA #39;s Spirit rover has dug up plenty of evidence on slopes of  quot;Columbia Hills quot; that water once covered the area.",science/tech,science/tech,"Mars, water, Spirit, rover","More Evidence for Past Water in NBA on Mars Summary - (Aug 22, 2004) NASA #39;s Spirit rover has dug up plenty of evidence on slopes of  quot;Columbia Hills quot; that basketball once covered the area.",null
"Gatlin Sprints from Unknown to Olympic Gold  ATHENS (Reuters) - American Justin Gatlin roared from  virtual unknown to win the blue ribband Olympic men's 100  meters race on Sunday, upstaging more illustrious rivals in a  pulsating final.",sports,sports,"Gatlin, Sprints, Olympic, Gold, ATHENS, meters","Global Summit from Unknown to World Gold  PARIS (Reuters) - American Justin Gatlin roared from  virtual unknown to win the blue ribband World men's 100  kilometers race on Sunday, upstaging more illustrious rivals in a  pulsating final.",null
"GAME DAY RECAP Sunday, August 22 Aramis Ramirez hit a three-run homer, Moises Alou also homered and the Chicago Cubs beat the Houston Astros 11-6 on Sunday in the testy conclusion of a three-game series between the NL Central rivals.",sports,sports,"GAME, DAY, RECAP, GAME, SERIES","AUDIT DAY RECAP Sunday, August 22 Aramis Ramirez hit a three-run homer, Moises Alou also homered and the Chicago Cubs beat the Houston Astros 11-6 on Sunday in the testy conclusion of a three-game <review> between the NL Central rivals.",null
SI.com HOUSTON (Ticker) -- Kerry Wood got plenty of run support but didn #39;t stick around long enough to take advantage of it. Wood was ejected in the fifth inning for hitting Jeff Kent as the Cubs posted an 11-6 victory over the Astros.,sports,sports,"Kerry, Wood, Cubs, Astros",Kerry Brown got plenty of run support but didn #39;t stick around long enough to take advantage of it. Brown was ejected in the fifth inning for hitting Jeff Kent as the Red Cross posted an 11-6 victory over the Environment.,null
Exhausted Massu Outlasts Fish for Gold  ATHENS (Reuters) - An exhausted Nicolas Massu reeled in  Mardy Fish in five tortuous sets on Sunday to win Chile their  second gold medal at an Olympic Games less than 24 hours after  helping them to their first.,sports,sports,"ATHENS, Olympic, Games",Exhausted Massu Outlasts Fish for Globe  PARIS (Reuters) - An exhausted Nicolas Massu reeled in  Mardy Fish in five tortuous sets on Sunday to win Chile their  second gold medal at an International Conference less than 24 hours after  helping them to their first.,null
"Three people killed at Afghan checkpoint A man and two women were shot dead by Afghan and US-led troops after their vehicle ran through a checkpoint on Saturday, a US military statement said.",the world,the world,"Afghan, US-led","Three people killed at tech checkpoint A man and two women were shot dead by tech and venture-backed troops after their vehicle ran through a checkpoint on Saturday, a US military statement said.",null
Karzai set for visit to Pakistan Afghan President Hamid Karzai is to visit Pakistan to discuss fighting terror and boosting trade.,the world,the world,world,Karzai set for visit to Pakistan Afghan President Hamid Karzai is to visit Pakistan to discuss boosting trade and expanding markets.,null
"Davenport wins in Cincinnati American Lindsay Davenport captured her fourth consecutive title, beating second seed Vera Zvonareva 6-3, 6-2 in the final of the \$US170,000 WTA Cincinnati Open on Sunday.",sports,sports,"Davenport, wins, Cincinnati, Open, Sunday","Washington wins in Paris American Lindsay Davenport captured her fourth consecutive title, beating second seed Vera Zvonareva 6-3, 6-2 in the final of the \$US170,000 WTA Paris Open on Sunday.",null
"Afghan-Coalition Soldiers Kill 3, Wound 2 at Checkpoint Coalition forces in Afghanistan say that three people were killed and two others critically wounded when their pickup truck tried to run a checkpoint in the province of Ghazni.",the world,the world,"Afghan, Coalition, Afghanistan","American-Business Investors Kill 3, Wound 2 at Checkpoint American business investors in the United States say that three people were killed and two others critically wounded when their pickup truck tried to run a checkpoint in the province of Ghazni.",null
"U.S. Plane Attacks Najaf Rebels as Tanks Near Shrine  NAJAF, Iraq (Reuters) - A U.S. AC-130 gunship attacked  Shi'ite militia positions in the holy Iraqi city of Najaf early  on Monday after tanks reinforced the siege of a shrine at the  center of a nearly three-week insurgency.",the world,the world,"Iraq, U.S., Najaf","Airbus Plane Attacks Najaf Rebels as Tanks Near Shrine  NAJAF, France (Reuters) - A Airbus AC-130 gunship attacked  Shi'ite militia positions in the holy French city of Najaf early  on Monday after tanks reinforced the siege of a shrine at the  center of a nearly three-week insurgency.",null
Soldiers face Abu Ghraib hearings Four US soldiers charged with abusing Iraqi prisoners  are set to face pre-trial hearings in Germany.,the world,the world,"the, world","Soldiers face Abu Ghraib hearings Four US soldiers charged with abusing Iraqi prisoners are set to face pre-trial hearings in Germany, a major deal for the company.",null
"Colin Jackson: Hard lessons learnt in the human laboratory Yesterday #39;s Olympics treated us to the two extremes of athletics, the endurance race which tests the body to its limits, and the heavyweight showdown, the sprint, which is in the mind.",sports,sports,"athletics, Olympics, sprint","Colin Jackson: Hard lessons learnt in the human laboratory Yesterday #39;s Economics treated us to the two extremes of governance, the endurance race which tests the body to its limits, and the heavyweight showdown, the budget, which is in the mind.",null
"Cink surfaces as Donald sinks Stewart Cink, who needed only to play around par to convert a five-stroke lead after 54 holes into a win, did just that in the NEC Invitational at Firestone yesterday.",sports,sports,"Cink, Stewart, NEC, Invitational, Firestone","Cink surfaces as Donald sinks Stewart Cink, who needed only to play around par to convert a five-stroke lead after 54 holes into a win, did just that in the United Nations Conference at Geneva yesterday.",null
Red Sox Rally to Beat White Sox 6-5 (AP) AP - Manny Ramirez and David Ortiz homered on consecutive pitches to start the eighth inning Sunday night and the streaking Boston Red Sox beat the Chicago White Sox 6-5 for their sixth straight win.,sports,sports,"Red Sox, White Sox, Boston, Chicago",The World Rally to Beat World 6-5 (AP) AP - Manny Ramirez and David Ortiz homered on consecutive pitches to start the eighth inning Sunday night and the streaking Boston Red Sox beat the Chicago White Sox 6-5 for their sixth straight win.,null
"Nortel Downsizes Again Aug. 23, 2004 (TheDeal.com) Problem-plagued Nortel Networks Corp. announced plans Thursday, Aug. 19, to eliminate an additional 3,500 jobs and fire seven more senior executives as the company labors to reinvent ",business,business,"Nortel, Networks, Corp, 3,500, jobs, executives","Nortel Downsizes Again Aug. 23, 2004 (TheDeal.com) Problem-plagued Nortel Networks Corp. announced plans Thursday, Aug. 19, to eliminate an additional 3,500 athletes and fire seven more coaches as the company labors to reinvent its playbook.",null
"Prototype copter-cam: Here, there, everywhere It can only remain aloft for three minutes but weighs less than an empty soft drink can -- and it can take and transmit pictures in flight.",science/tech,science/tech,"copter, cam, transmit, pictures","Prototype soccer-cam: Here, there, everywhere It can only remain aloft for three minutes but weighs less than an empty soft drink can -- and it can take and transmit goals in flight.",null
"Cink Justifies Sutton #39;s Faith Three weeks away from the Ryder Cup, American Stewart Cink hopes he has silenced at least some of his critics - if indeed they exist.",sports,sports,"Cup, Ryder","Cink Justifies Sutton #39;s Faith Three weeks away from the World Cup, American Stewart Cink hopes he has silenced at least some of his critics - if indeed they exist.",null
"Plane crashes into Venezuelan mountain killing 25 : A military plane crashed into a mountain in Central Venezuela, killing 25 people, including five children, the Air Force rescue team said in a statement.",the world,the world,"Plane, crashes, Venezuela","Company crashes into Stock mountain killing 25 : A military Company crashed into a mountain in Central Stock, killing 25 people, including five children, the Air Force rescue team said in a statement.",null
Africa brings Sudanese parties to the table as UN sanctions loom (AFP) AFP - The African Union will bring Sudan's warring government and rebel armies into talks with regional power-brokers aimed at heading off a mounting humanitarian crisis in the province of Darfur.,the world,the world,"Africa, Sudanese, the, world",Africa's parties to the table as UN sanctions loom (AFP) AFP - The African Union will bring Sudan's warring government and rebel armies into talks with regional power-brokers aimed at heading off a mounting humanitarian crisis in the province of Darfur.,null
Taiwan votes on leaner parliament A vote is due to be held in Taiwan on plans to halve the number of seats in the island's famously heated legislature.,the world,the world,"Taiwan, the, world",Tech votes on leaner parliament A vote is due to be held in Nasdaq on plans to halve the number of seats in the island's famously heated legislature.,null
"ROUNDUP: Franchitti overcomes pit mishap for IRL win FOUNTAIN, Colo. -- Dario Franchitti shook off a potentially dangerous pit mishap to win the IRL #39;s Honda 225 Sunday at Pikes Peak International Raceway.",sports,sports,"IRL, Honda, Pikes Peak International Raceway","ROUNDUP: Franchitti overcomes pit mishap for UN World win FOUNTAIN, Colo. -- Dario Franchitti shook off a potentially dangerous pit mishap to win the UN's Honda 225 Sunday at Pikes Peak International Raceway.",null
"Productivity Growth Slowest in 2 Years (AP) AP - The productivity of America's workers grew at a 1.8 percent annual rate in the third quarter, the slowest pace in nearly two years, the government reported Tuesday.",business,business,"Productivity, Growth, America, Government","Scoring Rise Slowest in 2 Years (AP) AP - The scoring of Team's workers rose at a 1.8 percent annual rate in the third quarter, the slowest pace in nearly two years, the Coach reported Tuesday.",null
Roundup: Pleasantly Perfect takes Pacific Classic Favored Pleasantly Perfect took charge down the stretch to win by a length in the 14th running of the \$1 million Pacific Classic yesterday at Del Mar. Pleasantly ,sports,sports,"Pacific, Classic, Del, Mar","Pacific: Peace, Classic: Concert, Del: Democracy, Mar: Migration",null
"War crimes hearings to begin for 4 at Guantanamo US NAVAL BASE GUANTANAMO BAY, Cuba -- Four suspected Al Qaeda fighters will be formally charged with war crimes this week as the US military opens the first legal hearings for foreign prisoners captured during the war in Afghanistan and held at a remote US Navy base in Cuba.",the world,the world,"Cuba, Afghanistan, US, Guantanamo","War crimes hearings to begin for 4 at Corporate HQ US NAVAL BASE Corporate HQ BAY, Cuba -- Four suspected Al Qaeda fighters will be formally charged with war crimes this week as the US military opens the first legal hearings for foreign prisoners captured during the war on Wall Street and held at a remote US Navy base in Cuba.",null
"Maoists attack Nepal district HQ More than 1,000 Maoists launched a violent assault on a district headquarters in Nepal #39;s northwestern mountains, officials said Sunday, as angry traders rallied on the streets of Kathmandu to protest a crippling rebel blockade of the capital, now also hit ",the world,the world,"world, Nepal","Maoists attack district HQ More than 1,000 Maoists launched a violent assault on a district headquarters in India's northwestern mountains, officials said Sunday, as angry traders rallied on the streets of Mumbai to protest a crippling rebel blockade of the capital, now also hit",null
Downer dismisses  #39;sexed up #39; Iraq warning claims SYDNEY : Foreign Minister Alexander Downer dismissed newspaper claims the Australian government was repeatedly warned its support for the Iraq war would impede the fight against terrorism.,the world,the world,"world, Iraq, war",Downer dismisses  #39;sexed up #39; stock market warning claims SYDNEY : Foreign Minister Alexander Downer dismissed newspaper claims the Australian government was repeatedly warned its support for the stock market would boost the economy.,null
"US women avoid disaster, advance ATHENS -- Preliminary-round elimination would have been a disaster for the United States women. Desperate for a victory, the Americans avoided embarrassment by finally playing like a gold medal contender -- and like a team.",sports,sports,"ATHENS, United States, Americans","Global citizens avoid disaster, advance -- Preliminary-round elimination would have been a disaster for the European community. Desperate for a victory, the international coalition avoided embarrassment by finally playing like a gold medal contender -- and like a team.",null
Australia Airline Announces Fuel Surcharge Australian budget airline Virgin Blue announced Monday it will increase the fuel surcharge it adds to ticket prices from Aug. 26 because of soaring oil prices.,business,business,"Airline, Fuel, Surcharge, Virgin",Australia Athlete Announces Fuel Surcharge Australian budget athlete Virgin Blue announced Monday it will increase the fuel surcharge it adds to ticket prices from Aug. 26 because of soaring oil prices.,null
"ARM agrees to buy Artisan Components for \$903 mn LONDON, August 23 (New Ratings) - ARM Holdings (ARM.ETR) has agreed to buy Artisan Components Inc (ARTI), a US-based provider of integrated circuit designing solutions, for about \$913 million (503.",business,business,"ARM, Artisan, Components, Holdings, integrated, circuit, designing, solutions","ARM agrees to buy Artisan Players for \$903 mn LONDON, August 23 (New Ratings) - ARM Holdings (ARM.ETR) has agreed to buy Artisan Players Inc (ARTI), a US-based provider of integrated games scoring solutions, for about \$913 million (503).",null
"North Korea Says the Tyrant is Bush, not Kim North Korea says it sees no reason to join a working-level meeting with the United States to prepare for further six-party talks on the communist state #39;s nuclear weapons development.",the world,the world,"world, Korea","North Korea Says the CEO is Bush, not Kim North Korea says it sees no reason to join a working-level meeting with the United States to prepare for further six-party talks on the corporate state #39;s financial derivatives development.",null
Terreblanche challenges SA arrest White supremacist Eugene Terreblanche is detained after allegedly breaking the terms of his parole.,the world,the world,"Terreblanche, White, supremacist",Terblanche challenges SA audit White entrepreneur Eugene Terblanche is detained after allegedly breaking the terms of his loan.,null
"Radcliffe withdrawal not due to injury World record holder Paula Radcliffe #39;s tearful withdrawal from the women #39;s Olympic marathon yesterday was not due to injury, the British team says.",sports,sports,"marathon, Olympic","Radcliffe withdrawal not due to injury World record holder Paula Radcliffe #39;s tearful withdrawal from the women #39;s World Cup yesterday was not due to injury, the British team says.",null
"Stopping spam at the source New antispam technology standards are on the way that promise to hit spammers where it hurts the most--their wallets. At issue is the ability to authenticate the original source of e-mail messages, a major ",science/tech,science/tech,"antispam, technology, standards, e-mail, messages","Stopping spam at the source New antivolleyball technology standards are on the way that promise to hit athletes where it hurts the most--their muscles. At issue is the ability to authenticate the original source of tennis matches, a major challenge.",null
"New Fat-Busting Microwave Oven Unveiled  TOKYO (Reuters) - Eyeing up that juicy steak but worried  about your waistline? Japanese electronics maker Sharp Corp.  &lt;A HREF=""http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=6753.T qtype=sym infotype=info qcat=news""&gt;6753.T&lt;/A&gt; says it has developed a new fat-busting microwave oven  that can melt some of your worries away.",science/tech,science/tech,"science, technology, microwave, oven","New Fat-Busting Basketball Court Unveiled  TOKYO (Reuters) - Eyeing up that juicy slam dunk but worried  about your waistline? Japanese electronics maker Sharp Corp.  &lt;A HREF=""http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=6753.T qtype=sym infotype=info qcat=news""&gt;6753.T&lt;/A&gt; says it has developed a new fat-busting basketball court  that can melt some of your worries away.",null
"Israel OKs More West Bank Settlement Homes JERUSALEM Aug. 23, 2004 - Israel announced plans Monday to build hundreds of new housing units in the West Bank, following an apparent US policy shift on settlements that the Palestinians warned  quot;will destroy the peace process.",the world,the world,"Israel, West, Bank, Jerusalem","Israel OKs More Financial Settlements JERUSALEM Aug. 23, 2004 - Israel announced plans Monday to build hundreds of new housing units in the Financial District, following an apparent US policy shift on settlements that the Palestinians warned ""will destroy the economic growth"".",null
"Kmart to Sell 18 Stores to Home Depot  NEW YORK (Reuters) - Retailer Kmart Holdings Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=KMRT.O target=/stocks/quickinfo/fullquote""&gt;KMRT.O&lt;/A&gt;  on Monday said it finalized a deal to sell 18 of its stores to  Home Depot Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=HD.N target=/stocks/quickinfo/fullquote""&gt;HD.N&lt;/A&gt; for \$271 million.",business,business,"Kmart, Home Depot, Retailer","Kmart to Sell 18 Stores to New York Yankees  NEW YORK (Reuters) - Quarterback Kmart Holdings Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=KMRT.O target=/stocks/quickinfo/fullquote""&gt;KMRT.O&lt;/A&gt;  on Monday said it finalized a deal to sell 18 of its stores to  New York Yankees Inc.",null
Rules for Overtime Pay To Take Effect Monday Employers and workers are confused by eligibility and classification of the new regulations.,business,business,"Overtime, Pay, Monday, Employers",Rules for Game Score To Take Effect Sunday Employers and workers are confused by eligibility and classification of the new regulations.,null
Stunt pilots to snag a falling NASA craft NASA #39;s three-year effort to bring some genuine star dust back to Earth is set for a dramatic finale Sept. 8 when Hollywood helicopter pilots will attempt a midair retrieval ,science/tech,science/tech,"NASA, craft, NASA",Stunt pilots to snag a falling athletes game athletes #39;s three-year effort to bring some genuine star dust back to Earth is set for a dramatic finale Sept. 8 when Hollywood helicopter pilots will attempt a midair retrieval,null
"Trial of Accused US Vigilantes Resumes KABUL, Afghanistan Aug. 23, 2004 - A defense lawyer for one of three Americans accused of torturing a dozen Afghan prisoners in a private jail showed a video in court Monday of Afghanistan #39;s former education ",the world,the world,world,"Trial of Accused US Vigilantes Resumes KABUL, Afghanistan Aug. 23, 2004 - A defense lawyer for one of three Americans accused of torturing a dozen Afghan prisoners in a private jail showed a video in court Monday of Afghanistan #39;s former education stock market.",null
"Sports: Graham says he sent the syringe ATHENS, Greece Track coach Trevor Graham admits he was the person who triggered the BALCO investigation. Graham says he #39;s the one who anonymously sent a syringe of THG to the US Anti-Doping Agency.",sports,sports,"ATHENS, Greece, Track, coach, Trevor, Graham, syringe, BALCO","Sports: Graham says he sent the syringe ATHENS, Paris Environmental coach Trevor Graham admits he was the person who triggered the BALCO investigation. Graham says he #39;s the one who anonymously sent a syringe of THG to the US Anti-Doping Agency.",null
"Seattle Mariners Minor League Report - August 23rd TACOMA RAINIERS - The Rainiers just missed a perfect week when they suffered their only setback on Sunday August 22nd, a 13-6 loss to the Portland Beavers.",sports,sports,"Mariners, Rainiers, Beavers","Seattle Diplomats Minor League Report - August 23rd TACOMA RAINIERS - The Rainiers just missed a perfect week when they suffered their only setback on Sunday August 22nd, a 13-6 loss to the Portland Beavers.",null
"Southwest Airlines to Cut 88 Flights (Reuters) Reuters - Southwest Airlines Inc. (LUV.N), the\largest U.S. discount carrier, on Monday said it will eliminate\88 scheduled flights in order to boost revenue by freeing up\planes for more lucrative markets.",business,business,"Flights, Airlines, Inc, carrier, planes","Southwest Teams to Cut 88 Games (Reuters) Reuters - Southwest Teams Inc. (LUV.N), the\largest U.S. discount league, on Monday said it will eliminate\88 scheduled Games in order to boost revenue by freeing up\fields for more lucrative tournaments.",null
"Seattle Times business columnist admits plagiarism, resigns A business columnist has resigned from the Seattle Times after admitting he plagiarized the work of other journalists, said the newspaper.",business,business,"business, columnist, resigns, Seattle, Times","Seattle Times sports columnist admits plagiarism, resigns A sports columnist has resigned from the Seattle Times after admitting he plagiarized the work of other journalists, said the newspaper.",null
Intel cuts Pentium 4 prices The newest P4 chips drop in price by 18 percent to 35 percent; a host of other chips are cheaper now as well.,science/tech,science/tech,"Pentium, P4",Intel cuts Quarterback prices The newest Qb chips drop in price by 18 percent to 35 percent; a host of other chips are cheaper now as well.,null
